                                                                                                                                                        CODIGO
           MARCA                              MODELO                         INDUSTRIA                          Nº DE SERIE                         APROBACION                   Vigente desde                          TIPO

           MCVIAL                                V002                          argentina                             D0026                         DNCI Nº 470/09            13/03/17 al 12/03/18                       FIJO

           MCVIAL                                V002                          argentina                             D0028                         DNCI Nº 470/09            29/09/15 al 28/09/16                       FIJO

           MCVIAL                                V002                          argentina                             D0028                         DNCI Nº 470/09            29/07/16 al 28/07/17                       FIJO

           MCVIAL                                V002                          argentina                             D0029                         DNCI Nº 470/09            14/05/13 al 13/05/14                       FIJO

           MCVIAL                                V002                          argentina                             D0029                         DNCI Nº 470/09            11/04/14 al 10/04/15                       FIJO

           MCVIAL                                V002                          argentina                             D0031                         DNCI Nº 470/09            15/04/16 al 14/04/17                       FIJO

           MCVIAL                                V002                          argentina                             D0031                         DNCI Nº 470/09            13/03/17 al 12/03/18                       FIJO

           MCVIAL                                V002                          argentina                             D0032                         DNCI Nº 470/09            07/05/15 al 06/05/16                       FIJO

           MCVIAL                                V002                          argentina                             D0032                         DNCI Nº 470/09            21/06/16 al 20/06/17                       FIJO
           MCVIAL                                V002                          argentina                             D0033                         DNCI Nº 470/09            17/03/16 al 16/03/17                       FIJO

           MCVIAL                                V002                          argentina                             D0033                         DNCI Nº 470/09            30/12/16 al 29/12/17                       FIJO

           MCVIAL                                V002                          argentina                             D0034                         DNCI Nº 470/09            12/09/16 al 11/09/17                       FIJO

           MCVIAL                                V002                          argentina                             D0035                         DNCI Nº 470/09            11/12/15 al 10/12/16                       FIJO

           MCVIAL                                V002                          argentina                             D0035                         DNCI Nº 470/09            08/08/16 al 07/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0035                         DNCI Nº 470/09            08/08/16 al 07/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0036                         DNCI Nº 470/09            30/10/15 al 29/10/16                       FIJO

           MCVIAL                                V002                          argentina                             D0036                         DNCI Nº 470/09            01/09/16 al 31/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0037                         DNCI Nº 470/09            30/11/15 al 29/11/16                       FIJO

           MCVIAL                                V002                          argentina                             D0037                         DNCI Nº 470/09            23/01/17 al 22/01/18                       FIJO

           MCVIAL                                V002                          argentina                             D0038                         DNCI Nº 470/09            30/11/15 al 29/11/16                       FIJO

           MCVIAL                                V002                          argentina                             D0038                         DNCI Nº 470/09            01/09/16 al 31/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0039                         DNCI Nº 470/09            22/06/16 al 21/06/17                       FIJO

           MCVIAL                                V002                          argentina                             D0040                         DNCI Nº 470/09            03/10/15 al 02/10/16                       FIJO

           MCVIAL                                V002                          argentina                             D0040                         DNCI Nº 470/09            20/07/16 al 19/07/17                       FIJO

           MCVIAL                                V002                          argentina                             D0041                         DNCI Nº 470/09            29/10/15 al 28/10/16                       FIJO

           MCVIAL                                V002                          argentina                             D0041                         DNCI Nº 470/09            01/09/16 al 31/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0042                         DNCI Nº 470/09            25/11/16 al 24/11/17                       FIJO
           MCVIAL                                V002                          argentina                             D0043                         DNCI Nº 470/09            25/11/16 al 24/11/17                       FIJO

           MCVIAL                                V002                          argentina                             D0044                         DNCI Nº 470/09            01/09/16 al 31/08/17                       FIJO

           MCVIAL                                V002                          argentina                             D0046                         DNCI Nº 470/09            25/11/16 al 24/11/17                       FIJO

           MCVIAL                                V002                          argentina                             D0047                         DNCI Nº 470/09            14/05/13 al 10/04/14                       FIJO

           MCVIAL                                V002                          argentina                             D0047                         DNCI Nº 470/09            04/07/14 al 03/07/15                       FIJO

           MCVIAL                                V002                          argentina                             D0048                         DNCI Nº 470/09            14/07/15 al 13/07/16                       FIJO

           MCVIAL                                V002                          argentina                             D0048                         DNCI Nº 470/09            10/11/16 al 09/11/17                       FIJO

           MCVIAL                                V002                          argentina                             D0049                         DNCI Nº 470/09            25/11/15 al 24/11/16                       FIJO

           MCVIAL                                V002                          argentina                             D0049                         DNCI Nº 470/09            16/12/16 al 15/12/17                       FIJO

           MCVIAL                                V002                          argentina                             D0050                         DNCI Nº 470/09            16/01/16 al 15/01/17                       FIJO

           MCVIAL                                V002                          argentina                             D0050                         DNCI Nº 470/09            16/12/16 al 15/12/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000001                         DNCI Nº 294/13            17/09/15 al 16/09/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000001                         DNCI Nº 294/13            08/08/16 al 07/08/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000002                         DNCI Nº 294/13            17/09/15 al 16/09/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000002                         DNCI Nº 294/13            08/08/16 al 07/08/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000003                         DNCI Nº 294/13            20/08/14 al 19/08/15                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000003                         DNCI Nº 294/13            23/06/15 al 22/06/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000004                         DNCI Nº 294/13            20/08/14 al 19/08/15                       FIJO
           MCVIAL                          V003 URBAN                          argentina                            000004                         DNCI Nº 294/13            23/06/15 al 22/06/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000005                         DNCI Nº 294/13            16/10/14 al 15/10/15                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000005                         DNCI Nº 294/13            21/10/15 al 20/10/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000006                         DNCI Nº 294/13            25/11/15 al 24/11/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000006                         DNCI Nº 294/13            07/11/16 al 06/11/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000007                         DNCI Nº 294/13            25/11/15 al 24/11/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000007                         DNCI Nº 294/13            07/11/16 al 06/11/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000008                         DNCI Nº 294/13            14/04/15 al 13/04/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000008                         DNCI Nº 294/13            08/04/16 al 07/04/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000009                         DNCI Nº 294/13            14/04/15 al 13/04/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000009                         DNCI Nº 294/13            21/06/16 al 20/06/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000010                         DNCI Nº 294/13            24/02/15 al 23/02/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000011                         DNCI Nº 294/13            02/09/15 al 01/09/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000011                         DNCI Nº 294/13            21/07/16 al 20/07/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000012                         DNCI Nº 294/13            16/10/14 al 15/10/15                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000012                         DNCI Nº 294/13            21/10/15 al 20/10/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000013                         DNCI Nº 294/13            08/10/15 al 07/10/16                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000013                         DNCI Nº 294/13            29/08/16 al 28/08/17                       FIJO
           MCVIAL                          V003 URBAN                          argentina                            000314                         DNCI Nº 294/13            22/06/16 al 21/06/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000315                         DNCI Nº 294/13            22/06/16 al 21/06/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000316                         DNCI Nº 294/13            22/06/16 al 21/06/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000317                         DNCI Nº 294/13            22/06/16 al 21/06/17                       FIJO

           MCVIAL                          V003 URBAN                          argentina                            000325                         DNCI Nº 294/13            14/10/16 al 13/10/17                       FIJO

         SERTRAN                                  C1N                          argentina                               101                         DNCI Nº 111/08            12/06/13 al 11/06/14                       FIJO

         SERTRAN                                  C1N                          argentina                               101                         DNCI Nº 111/08            23/06/14 al 22/06/15                       FIJO

         SERTRAN                                  C1N                          argentina                               114                         DNCI Nº 111/08            08/05/13 al 07/05/14                       FIJO

         SERTRAN                                  C1N                          argentina                               114                         DNCI Nº 111/08            26/09/14 al 25/09/15                       FIJO

         SERTRAN                                  C1N                          argentina                               115                         DNCI Nº 111/08            08/05/13 al 07/05/14                       FIJO

         SERTRAN                                  C1N                          argentina                               115                         DNCI Nº 111/08            26/09/14 al 25/09/15                       FIJO

         SERTRAN                                  C1N                          argentina                               203                         DNCI Nº 111/08            11/10/13 al 10/10/14                       FIJO

         SERTRAN                                  C1N                          argentina                               203                        DNCI Nº 111/08             10/10/14 al 09/10/15                       FIJO
                                                                           estados unidos
  STALKER/RC LIDER                   LIDER/CAPTORGRAF                         / argentina          LS079002/CAP-A/002-LS79002                     DNCI Nº 414/07             24/01/17 al 23/01/18                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS078999 - RC/001                      DNCI Nº 414/07             05/01/15 al 04/01/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS078999 - RC/001                      DNCI Nº 414/07             14/01/16 al 13/01/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079000 - RC/002                      DNCI Nº 414/07             05/01/15 al 04/01/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079000 - RC/002                      DNCI Nº 414/07             14/01/16 al 13/01/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079001 - RC/003                       DNCI Nº 414/07            16/11/15 al 15/11/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079001 - RC/003                       DNCI Nº 414/07            20/12/16 al 19/12/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079002 - RC/004                       DNCI Nº 414/07            02/08/13 al 01/08/14                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079002 - RC/004                       DNCI Nº 414/07            29/08/14 al 28/08/15                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079004 - RC/006                       DNCI Nº 414/07            16/04/15 al 15/04/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079004 - RC/006                       DNCI Nº 414/07            14/06/16 al 13/06/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079005 - RC/007                       DNCI Nº 414/07            14/08/15 al 13/08/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina                  LS079005 - RC/007                       DNCI Nº 414/07            01/11/16 al 31/10/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079006/080534 - RC/008                     DNCI Nº 414/07            17/09/15 al 16/09/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079006/080534 - RC/008                     DNCI Nº 414/07            07/11/16 al 06/11/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079007/080582 - RC/009                     DNCI Nº 414/07            16/04/15 al 15/04/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079007/080582 - RC/009                     DNCI Nº 414/07            03/06/16 al 02/06/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079008/080583 - RC/010                     DNCI Nº 414/07            14/08/15 al 13/08/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079008/080583 - RC/010                     DNCI Nº 414/07            01/11/16 al 31/10/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079009/080535 - RC/011                     DNCI Nº 414/07            23/07/15 al 22/07/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079009/080535 - RC/011                     DNCI Nº 414/07            07/11/16 al 06/11/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079010/080586 - RC/012                     DNCI Nº 414/07            11/06/15 al 10/06/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079010/080586 - RC/012                     DNCI Nº 414/07            26/07/16 al 25/07/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079011/080587 - RC/013                     DNCI Nº 414/07            14/08/15 al 13/08/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079011/080587 - RC/013                     DNCI Nº 414/07            01/11/16 al 31/10/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079012/080594 - RC/014                     DNCI Nº 414/07            11/06/15 al 10/06/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079012/080594 - RC/014                     DNCI Nº 414/07            01/11/16 al 31/10/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079013/080601 - RC/015                     DNCI Nº 414/07            14/08/15 al 13/08/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079013/080601 - RC/015                     DNCI Nº 414/07            06/10/16 al 05/10/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079014/080604 - RC/016                     DNCI Nº 414/07            11/06/15 al 10/06/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079014/080604 - RC/016                     DNCI Nº 414/07            04/08/16 al 03/08/17                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079015/080612 - RC/017                     DNCI Nº 414/07            17/09/15 al 16/09/16                   PORTATIL
                                                                           estados unidos
  STALKER/RC LIDER                        LIDER/LIDER 1                       / argentina             LS079015/080612 - RC/017                     DNCI Nº 414/07            06/10/16 al 05/10/17                   PORTATIL
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           079999                         DNCI Nº 871/03            01/07/15 al 30/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           079999                         DNCI Nº 871/03            14/07/16 al 13/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080000                         DNCI Nº 871/03            24/06/15 al 23/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080000                         DNCI Nº 871/03            14/07/16 al 13/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080001                         DNCI Nº 871/03            26/04/13 al 25/04/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080001                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080002                         DNCI Nº 871/03            09/10/13 al 08/10/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080002                         DNCI Nº 871/03            01/07/15 al 30/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080003                         DNCI Nº 871/03            24/06/15 al 23/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080003                         DNCI Nº 871/03            25/08/16 al 24/08/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080004                         DNCI Nº 871/03            01/07/15 al 30/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080004                         DNCI Nº 871/03            26/07/16 al 25/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080006                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080006                         DNCI Nº 871/03            02/09/16 al 01/09/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080007                         DNCI Nº 871/03            26/04/13 al 25/04/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080007                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080009                         DNCI Nº 871/03            26/04/13 al 25/04/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080009                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080010                         DNCI Nº 871/03            26/04/13 al 25/04/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080010                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080012                         DNCI Nº 871/03            08/07/13 al 07/07/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080012                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080014                         DNCI Nº 871/03            26/04/13 al 25/04/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080014                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080015                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080015                         DNCI Nº 871/03            15/06/16 al 14/06/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080016                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080016                         DNCI Nº 871/03            07/07/16 al 06/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080018                         DNCI Nº 871/03            02/07/13 al 01/07/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080018                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080019                         DNCI Nº 871/03            13/08/14 al 12/08/15                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080019                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080020                         DNCI Nº 871/03            24/06/15 al 23/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080020                         DNCI Nº 871/03            26/07/16 al 25/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080022                         DNCI Nº 871/03            24/06/15 al 23/06/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080022                         DNCI Nº 871/03            14/07/16 al 13/07/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080026                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080026                         DNCI Nº 871/03            15/06/16 al 14/06/17                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080027                         DNCI Nº 871/03            02/07/13 al 01/07/14                      gráfico
                                                                                                                                                                                                              PORTATIL sin reg.
          STALKER                        STALKER LIDAR                     estados unidos                           080027                         DNCI Nº 871/03            20/02/15 al 19/02/16                      gráfico
